City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Husavik,IS,2021-04-21 21:17:57,66.0449,-17.3389,44.6,57,75,11.5
287,Castro,BR,2021-04-21 21:17:57,-24.7911,-50.0119,60.89,79,93,5.66
288,Antofagasta,CL,2021-04-21 21:17:58,-23.65,-70.4,64.4,72,20,16.11
289,Tocopilla,CL,2021-04-21 21:17:58,-22.092,-70.1979,69.37,72,23,8.52
290,Nenjiang,CN,2021-04-21 21:17:59,49.1833,125.2167,59.67,41,100,14.97
291,Kutum,SD,2021-04-21 21:17:59,14.2,24.6667,80.76,8,57,12.41
292,Saskylakh,RU,2021-04-21 21:18:00,71.9167,114.0833,-8.86,100,91,6.15
293,Brigham City,US,2021-04-21 21:14:55,41.5102,-112.0155,57.2,19,1,16.11
294,Lorengau,PG,2021-04-21 21:18:00,-2.0226,147.2712,82.13,80,100,6.49
295,Wageningen,NL,2021-04-21 21:16:52,51.9667,5.6667,43.0,65,90,6.91
296,Santa Rosa,PH,2021-04-21 21:18:01,14.3122,121.1114,82.4,83,75,3.44
297,Vanimo,PG,2021-04-21 21:18:02,-2.6741,141.3028,77.34,82,99,4.5
298,Egvekinot,RU,2021-04-21 21:18:02,66.3167,-179.1667,25.68,62,93,0.43
299,Bratsk,RU,2021-04-21 21:18:02,56.1325,101.6142,14.0,62,40,4.47
300,Fortuna,US,2021-04-21 21:15:25,40.5982,-124.1573,57.0,87,40,12.66
301,Veraval,IN,2021-04-21 21:18:04,20.9,70.3667,79.18,79,100,9.15
302,Kavieng,PG,2021-04-21 21:18:04,-2.5744,150.7967,80.6,78,100,6.73
303,Kahului,US,2021-04-21 21:18:04,20.8947,-156.47,84.2,61,40,16.11
304,Lerwick,GB,2021-04-21 21:18:05,60.1545,-1.1494,42.8,70,90,10.36
305,Severodvinsk,RU,2021-04-21 21:18:05,64.5635,39.8302,42.8,65,90,13.42
306,Yulara,AU,2021-04-21 21:18:05,-25.2406,130.9889,50.0,57,0,5.75
307,Yoichi,JP,2021-04-21 21:18:06,43.2039,140.7703,42.8,75,40,20.71
308,Sao Raimundo Das Mangabeiras,BR,2021-04-21 21:18:06,-7.0219,-45.4811,77.05,82,76,1.77
309,Belyy Yar,RU,2021-04-21 21:18:07,53.6039,91.3903,21.2,58,0,2.24
310,Sakata,JP,2021-04-21 21:18:07,38.9167,139.855,48.99,80,9,9.42
311,Fairbanks,US,2021-04-21 21:18:07,64.8378,-147.7164,45.0,28,1,4.61
312,Chokurdakh,RU,2021-04-21 21:18:08,70.6333,147.9167,16.57,94,100,11.12
313,Cravo Norte,CO,2021-04-21 21:18:08,6.3017,-70.2041,97.11,25,97,5.32
314,Scarborough,GB,2021-04-21 21:15:05,54.2797,-0.4044,36.0,78,47,4.38
315,Boca Do Acre,BR,2021-04-21 21:18:09,-8.7522,-67.3978,81.09,90,62,0.27
316,Komsomolskiy,UZ,2021-04-21 21:18:09,40.4272,71.7189,46.4,71,9,6.91
317,Sioux Lookout,CA,2021-04-21 21:18:10,50.1001,-91.917,41.0,36,20,8.05
318,Minab,IR,2021-04-21 21:18:10,27.1467,57.0801,77.0,69,4,2.3
319,Pevek,RU,2021-04-21 21:18:10,69.7008,170.3133,23.59,69,9,17.47
320,Llangefni,GB,2021-04-21 21:18:11,53.2556,-4.3106,51.01,76,90,6.91
321,Gorontalo,ID,2021-04-21 21:18:11,0.5412,123.0595,74.03,93,6,1.95
322,Codo,BR,2021-04-21 21:18:12,-4.4553,-43.8856,77.23,88,95,2.06
323,Sosnovo-Ozerskoye,RU,2021-04-21 21:18:12,52.5249,111.5418,26.83,45,100,5.99
324,Hay River,CA,2021-04-21 21:18:12,60.8156,-115.7999,24.8,80,100,13.8
325,Borodino,RU,2021-04-21 21:18:13,55.9106,94.8983,22.53,84,78,6.49
326,Akyab,MM,2021-04-21 21:18:13,20.15,92.9,79.07,86,16,7.83
327,Cutro,IT,2021-04-21 21:18:14,39.0353,16.9819,55.4,94,0,6.91
328,Piedras Negras,MX,2021-04-21 21:18:14,28.7,-100.5167,64.99,34,20,9.22
329,Mandera,KE,2021-04-21 21:18:14,3.9366,41.867,77.41,75,100,12.86
330,Severo-Kurilsk,RU,2021-04-21 21:18:15,50.6789,156.125,35.44,92,100,7.07
331,Longhua,CN,2021-04-21 21:18:16,23.6137,114.1919,69.3,88,1,0.89
332,Chicama,PE,2021-04-21 21:18:16,-7.8447,-79.1469,68.0,83,20,12.66
333,Pacific Grove,US,2021-04-21 21:18:16,36.6177,-121.9166,54.0,89,50,10.74
334,Dunmore Town,BS,2021-04-21 21:18:17,25.5,-76.65,79.3,83,100,10.07
335,Chulman,RU,2021-04-21 21:18:17,56.8479,124.9104,21.78,92,100,9.75
336,Rio Gallegos,AR,2021-04-21 21:18:18,-51.6226,-69.2181,46.4,39,0,10.36
337,Carballo,ES,2021-04-21 21:18:18,43.213,-8.691,54.0,92,100,1.01
338,Henties Bay,NA,2021-04-21 21:18:19,-22.116,14.2845,66.99,84,78,1.01
339,Filadelfia,US,2021-04-21 21:15:05,39.9523,-75.1638,52.0,50,75,27.63
340,Aklavik,CA,2021-04-21 21:18:19,68.2191,-135.0107,26.6,54,75,13.8
341,Uzhur,RU,2021-04-21 21:18:20,55.3036,89.8339,25.79,74,100,5.17
342,Hithadhoo,MV,2021-04-21 21:18:20,-0.6,73.0833,82.38,68,23,5.41
343,Gua Musang,MY,2021-04-21 21:18:21,4.8823,101.9644,73.99,98,100,0.87
344,San Jose,US,2021-04-21 21:13:53,37.3394,-121.895,75.0,42,1,3.44
345,La Palma,US,2021-04-21 21:18:21,33.8464,-118.0467,66.2,55,75,13.8
346,Medvezhyegorsk,RU,2021-04-21 21:18:22,62.9167,34.4667,35.49,98,100,4.5
347,Fuyu,CN,2021-04-21 21:18:22,45.1833,124.8167,58.6,22,98,13.78
348,Khatra,IN,2021-04-21 21:18:22,22.9833,86.85,82.83,49,72,2.86
349,Takanabe,JP,2021-04-21 21:18:23,32.1333,131.5,55.51,45,39,4.45
350,Port Moresby,PG,2021-04-21 21:18:23,-9.4431,147.1797,73.4,100,40,6.91
351,Mega,ET,2021-04-21 21:18:24,4.05,38.3,60.13,87,81,6.4
352,Te Anau,NZ,2021-04-21 21:18:24,-45.4167,167.7167,49.71,92,91,1.86
353,Port Hardy,CA,2021-04-21 21:18:25,50.6996,-127.4199,51.8,71,75,16.11
354,Namibe,AO,2021-04-21 21:18:25,-15.1961,12.1522,80.19,79,32,4.76
355,Oakham,GB,2021-04-21 21:18:25,52.6667,-0.7333,39.99,75,51,9.22
356,Hope,US,2021-04-21 21:18:26,33.6671,-93.5916,64.0,31,19,5.01
357,Illapel,CL,2021-04-21 21:16:50,-31.6308,-71.1653,66.52,56,99,6.69
358,Tyrma,RU,2021-04-21 21:18:26,50.0833,132.1667,39.2,63,0,3.02
359,Tianpeng,CN,2021-04-21 21:18:16,30.9866,103.9393,60.8,100,95,3.47
360,Jhelum,PK,2021-04-21 21:18:27,32.9331,73.7264,64.92,58,0,4.18
361,Yangliuqing,CN,2021-04-21 21:18:27,39.1375,116.9997,53.6,82,90,8.95
362,Skibbereen,IE,2021-04-21 21:18:28,51.55,-9.2667,46.4,93,40,10.36
363,Ratnagiri,IN,2021-04-21 21:18:28,16.9833,73.3,80.37,73,98,10.31
364,Erzin,TR,2021-04-21 21:17:03,36.9559,36.2,62.01,83,0,1.92
365,Tieling,CN,2021-04-21 21:18:29,42.2931,123.8414,57.38,27,100,4.81
366,Ibra,OM,2021-04-21 21:17:12,22.6906,58.5334,76.89,38,0,2.04
367,Mozarlandia,BR,2021-04-21 21:18:29,-14.7447,-50.5706,78.22,54,0,5.23
368,Colac,AU,2021-04-21 21:18:30,-38.3333,143.5833,48.99,1,97,7.0
369,Camacha,PT,2021-04-21 21:18:30,33.0833,-16.3333,66.2,88,75,10.36
370,Aginskoye,RU,2021-04-21 21:18:31,51.1,114.53,36.18,62,66,14.05
371,Santa Isabel,BR,2021-04-21 21:18:31,-23.3156,-46.2214,68.0,82,40,4.61
372,Baturaja,ID,2021-04-21 21:18:32,-4.1333,104.1667,72.07,98,49,2.59
373,Aleksandrovka,UA,2021-04-21 21:18:32,46.8383,32.7612,47.48,83,31,6.91
374,Adre,TD,2021-04-21 21:18:32,13.4667,22.2,84.83,10,99,6.6
375,Dukat,RU,2021-04-21 21:18:33,62.55,155.55,23.14,92,100,6.71
376,Corinto,GR,2021-04-21 21:18:33,37.9407,22.9573,53.01,52,36,1.99
377,Pandan,PH,2021-04-21 21:17:54,14.0453,124.1694,78.26,89,100,7.49
378,Angostura,MX,2021-04-21 21:18:34,25.3667,-108.1833,91.0,18,6,1.99
379,Dalianwan,CN,2021-04-21 21:18:34,39.0286,121.695,50.0,76,0,8.95
380,Hit,IQ,2021-04-21 21:18:35,33.6416,42.8251,87.67,19,98,13.02
381,Rio Grande,BR,2021-04-21 21:18:35,-32.035,-52.0986,73.4,60,75,17.27
382,Moron,AR,2021-04-21 21:18:35,-34.6534,-58.6198,75.0,68,84,5.99
383,Kananga,CD,2021-04-21 21:18:36,-5.8958,22.4178,70.05,96,97,2.51
384,Banes,CU,2021-04-21 21:18:36,20.9625,-75.7186,91.4,46,20,16.11
385,Promyshlennaya,RU,2021-04-21 21:18:36,54.9159,85.6385,26.6,59,0,8.95
386,Joshimath,IN,2021-04-21 21:18:37,30.5667,79.5667,46.67,97,100,1.81
387,Beya,RU,2021-04-21 21:18:38,53.0533,90.9139,26.08,63,100,0.92
388,Maniitsoq,GL,2021-04-21 21:18:38,65.4167,-52.9,33.89,80,8,10.09
389,Varberg,SE,2021-04-21 21:18:43,57.1056,12.2508,43.0,81,85,15.99
390,Iguape,BR,2021-04-21 21:18:44,-24.7081,-47.5553,69.39,86,25,9.98
391,Dicabisagan,PH,2021-04-21 21:18:44,17.0818,122.4157,75.58,89,100,6.82
392,Banda Aceh,ID,2021-04-21 21:18:45,5.5577,95.3222,80.13,81,92,8.72
393,Wencheng,CN,2021-04-21 21:18:45,33.0559,113.7978,51.62,96,98,5.32
394,Laguna,US,2021-04-21 21:18:46,38.421,-121.4238,78.01,27,1,3.44
395,Palora,EC,2021-04-21 21:18:46,-1.7,-77.9333,75.2,83,40,5.75
396,Kuching,MY,2021-04-21 21:18:47,1.55,110.3333,78.01,94,20,3.44
397,Ketchikan,US,2021-04-21 21:15:36,55.3422,-131.6461,53.6,47,20,12.66
398,Oranjestad,AW,2021-04-21 21:18:47,12.524,-70.027,84.2,65,20,26.46
399,Pallisa,UG,2021-04-21 21:18:48,1.145,33.7094,66.47,95,100,6.62
400,Kupang,ID,2021-04-21 21:18:48,-10.1667,123.5833,74.28,84,47,3.89
401,Sibolga,ID,2021-04-21 21:18:49,1.7427,98.7792,76.03,88,90,2.55
402,Alpena,US,2021-04-21 21:18:49,45.0617,-83.4327,37.4,32,40,8.05
403,Anadyr,RU,2021-04-21 21:18:49,64.75,177.4833,10.4,85,0,2.24
404,Alappuzha,IN,2021-04-21 21:18:50,9.49,76.3264,81.37,78,96,5.06
405,Dwarka,IN,2021-04-21 21:18:50,22.2394,68.9678,80.26,76,6,11.23
406,Manggar,ID,2021-04-21 21:18:50,-2.8833,108.2667,81.39,73,61,8.25
407,Mehamn,NO,2021-04-21 21:18:51,71.0357,27.8492,37.4,81,75,16.11
408,Guider,CM,2021-04-21 21:18:51,9.9342,13.9486,95.7,17,100,2.59
409,Insar,RU,2021-04-21 21:18:52,53.8653,44.3738,42.98,90,82,9.37
410,Ron Phibun,TH,2021-04-21 21:18:52,8.1791,99.8542,76.89,90,92,3.56
411,Vao,NC,2021-04-21 21:18:52,-22.6667,167.4833,74.91,71,37,7.02
412,Paita,PE,2021-04-21 21:18:53,-5.0892,-81.1144,82.4,57,0,17.27
413,Luau,AO,2021-04-21 21:18:53,-10.7073,22.2247,68.94,72,84,1.79
414,Lokosovo,RU,2021-04-21 21:18:54,61.1333,74.8167,18.05,91,78,4.92
415,Saquarema,BR,2021-04-21 21:15:29,-22.92,-42.5103,71.6,94,40,8.05
416,Mianyang,CN,2021-04-21 21:15:08,31.4593,104.7542,61.77,84,93,2.24
417,Santa Lucia,ES,2021-04-21 21:18:54,27.9117,-15.5407,68.0,73,75,16.11
418,Libertador General San Martin,AR,2021-04-21 21:18:55,-23.8064,-64.7876,81.0,82,92,2.42
419,Lazarev,RU,2021-04-21 21:18:55,52.225,141.5131,22.48,98,88,6.82
420,Sambava,MG,2021-04-21 21:18:56,-14.2667,50.1667,75.18,89,100,8.1
421,Emerald,AU,2021-04-21 21:18:56,-23.5333,148.1667,73.4,78,40,1.14
422,Bonthe,SL,2021-04-21 21:18:57,7.5264,-12.505,81.34,84,100,6.17
423,Scottsboro,US,2021-04-21 21:18:57,34.6723,-86.0341,51.8,37,20,13.8
424,Kargopol,RU,2021-04-21 21:18:57,61.5071,38.9456,34.16,94,100,10.65
425,Cidreira,BR,2021-04-21 21:18:58,-30.1811,-50.2056,70.63,67,99,17.74
426,Biltine,TD,2021-04-21 21:18:58,14.5333,20.9167,88.48,8,7,6.42
427,Beidao,CN,2021-04-21 21:18:59,34.5686,105.8933,52.32,89,5,4.07
428,Ewa Beach,US,2021-04-21 21:18:59,21.3156,-158.0072,82.4,61,1,12.66
429,Malakal,SS,2021-04-21 21:19:00,9.5334,31.6605,87.98,44,99,6.55
430,Mount Gambier,AU,2021-04-21 21:19:00,-37.8333,140.7667,46.4,100,99,6.91
431,Corrente,BR,2021-04-21 21:19:00,-3.7367,-43.3394,76.62,87,71,0.29
432,Pangnirtung,CA,2021-04-21 21:18:49,66.1451,-65.7125,26.6,86,90,3.44
433,Xinzhi,CN,2021-04-21 21:19:01,36.4989,111.7047,55.72,78,100,0.85
434,Verkhnetulomskiy,RU,2021-04-21 21:19:01,68.6073,31.7962,32.0,64,0,2.24
435,Yumen,CN,2021-04-21 21:18:51,40.2833,97.2,57.87,18,96,5.08
436,Bathsheba,BB,2021-04-21 21:19:02,13.2167,-59.5167,80.6,61,40,17.27
437,Mogzon,RU,2021-04-21 21:19:02,51.7435,111.9606,26.71,66,94,5.06
438,Sapele,NG,2021-04-21 21:19:03,5.8941,5.6767,80.1,84,15,4.38
439,Clearwater,US,2021-04-21 21:17:27,27.9659,-82.8001,79.0,57,1,12.66
440,Redlands,US,2021-04-21 21:19:03,34.0556,-117.1825,66.0,42,90,5.75
441,Olafsvik,IS,2021-04-21 21:18:55,64.8945,-23.7142,42.12,84,100,6.53
442,Port Hawkesbury,CA,2021-04-21 21:19:04,45.6169,-61.3485,60.8,44,1,11.5
443,Kerema,PG,2021-04-21 21:19:04,-7.9631,145.7785,77.29,83,38,2.08
444,Beringovskiy,RU,2021-04-21 21:18:27,63.05,179.3167,22.5,81,100,3.8
445,Waipawa,NZ,2021-04-21 21:19:05,-41.4122,175.5153,55.4,82,20,9.22
446,Port Hedland,AU,2021-04-21 21:19:06,-20.3167,118.5667,69.8,49,6,8.05
447,Waddan,LY,2021-04-21 21:19:06,29.1614,16.139,70.74,19,39,17.74
448,Trat,TH,2021-04-21 21:19:06,12.5,102.5,81.0,99,97,1.48
449,Mukdahan,TH,2021-04-21 21:19:07,16.5833,104.5,81.39,65,66,1.05
450,Yelizovo,RU,2021-04-21 21:19:07,53.1873,158.3805,37.4,100,75,4.47
451,Ushtobe,KZ,2021-04-21 21:19:08,45.2514,77.9838,23.34,83,6,2.35
452,Soroti,UG,2021-04-21 21:17:17,1.7146,33.6111,66.04,91,100,2.71
453,Migori,KE,2021-04-21 21:19:08,-1.0634,34.4731,62.55,96,100,3.11
454,Bira,RU,2021-04-21 21:19:09,49.0,132.4667,43.68,50,0,2.59
455,Launceston,AU,2021-04-21 21:19:09,-41.45,147.1667,50.0,87,75,12.66
456,Timizart,DZ,2021-04-21 21:19:09,36.8,4.2667,56.97,66,99,1.39
457,Onega,RU,2021-04-21 21:19:10,63.9061,38.1404,36.95,96,100,11.3
458,Tabou,CI,2021-04-21 21:19:10,4.423,-7.3528,81.77,81,95,8.66
459,Gazanjyk,TM,2021-04-21 21:14:13,39.2446,55.5154,71.04,20,100,23.55
460,Berlevag,NO,2021-04-21 21:19:11,70.8578,29.0864,39.2,81,75,17.27
461,Opuwo,NA,2021-04-21 21:19:11,-18.0607,13.84,71.4,30,52,9.48
462,Baruun-Urt,MN,2021-04-21 21:19:12,46.6806,113.2792,50.58,72,98,2.59
463,Leshukonskoye,RU,2021-04-21 21:19:12,64.8989,45.7622,43.75,64,100,14.56
464,Saint-Pierre,RE,2021-04-21 21:19:13,-21.3393,55.4781,77.0,78,0,14.97
465,Tahta,EG,2021-04-21 21:19:13,26.7693,31.5021,84.2,21,0,13.8
466,Zyryanka,RU,2021-04-21 21:19:14,65.75,150.85,27.18,84,25,4.36
467,Naron,ES,2021-04-21 21:19:14,43.5167,-8.1528,55.99,100,100,2.3
468,Tevriz,RU,2021-04-21 21:19:14,57.509,72.4042,25.74,84,12,3.53
469,Manger,NO,2021-04-21 21:19:15,60.6414,5.0414,39.0,32,19,20.0
470,Maralal,KE,2021-04-21 21:19:16,1.0968,36.698,60.98,81,100,7.72
471,Esso,RU,2021-04-21 21:19:16,55.9333,158.7,28.78,94,98,5.68
472,Taitung,TW,2021-04-21 21:19:16,22.7583,121.1444,75.49,76,69,8.34
473,Hobyo,SO,2021-04-21 21:18:21,5.3505,48.5268,84.24,68,98,13.15
474,Kommunar,RU,2021-04-21 21:19:17,59.6206,30.39,35.6,93,75,2.24
475,Canon City,US,2021-04-21 21:19:17,38.441,-105.2424,44.01,49,90,8.05
476,Kisangani,CD,2021-04-21 21:19:18,0.5167,25.2,70.34,93,97,2.46
477,Sept-Iles,CA,2021-04-21 21:16:38,50.2001,-66.3821,42.8,52,75,6.91
478,Nuuk,GL,2021-04-21 21:19:18,64.1835,-51.7216,33.8,60,2,11.5
479,Llanes,ES,2021-04-21 21:19:19,43.4198,-4.7549,57.0,84,100,9.62
480,Sao Filipe,CV,2021-04-21 21:19:19,14.8961,-24.4956,73.45,70,92,12.95
481,Lima,PE,2021-04-21 21:19:00,-12.0432,-77.0282,73.0,73,0,13.8
482,Manaure,CO,2021-04-21 21:19:20,11.7751,-72.4445,88.74,48,69,16.15
483,Brainerd,US,2021-04-21 21:19:20,46.358,-94.2008,41.0,42,90,11.5
484,Bonfim,BR,2021-04-21 21:19:20,3.0833,-59.95,89.82,46,90,7.31
485,Richards Bay,ZA,2021-04-21 21:19:21,-28.783,32.0377,68.63,91,91,5.12
486,Aguimes,ES,2021-04-21 21:19:21,27.9054,-15.4461,68.0,73,75,16.11
487,Chumikan,RU,2021-04-21 21:19:22,54.7183,135.315,25.02,90,98,5.1
488,Trelew,AR,2021-04-21 21:19:22,-43.249,-65.3051,64.54,79,100,5.03
489,Paulesti,RO,2021-04-21 21:19:22,45.0,25.9833,37.99,87,58,4.23
490,Sola,VU,2021-04-21 21:19:23,-13.8833,167.55,86.0,84,75,12.82
491,Ossora,RU,2021-04-21 21:19:23,59.2353,163.0719,31.28,92,100,2.01
492,Chimbote,PE,2021-04-21 21:18:27,-9.0853,-78.5783,71.53,76,13,10.6
493,Labuan,MY,2021-04-21 21:19:08,5.2767,115.2417,77.0,94,20,4.09
494,Puri,IN,2021-04-21 21:15:15,19.8,85.85,82.4,89,40,10.36
495,Chapais,CA,2021-04-21 21:17:45,49.7834,-74.8492,23.0,68,90,10.36
496,Pueblo,US,2021-04-21 21:19:24,38.2545,-104.6091,48.99,36,1,5.75
497,Kaz,RU,2021-04-21 21:19:25,52.9113,87.3105,24.33,90,100,0.89
498,Imbituba,BR,2021-04-21 21:19:25,-28.24,-48.6703,71.6,78,75,16.11
499,Ballina,AU,2021-04-21 21:19:25,-28.8667,153.5667,59.0,88,1,4.61
500,Mapiripan,CO,2021-04-21 21:19:26,2.8892,-72.1256,82.18,72,68,3.42
501,Ivolginsk,RU,2021-04-21 21:19:26,51.7492,107.2837,26.6,74,20,6.71
502,Garissa,KE,2021-04-21 21:19:27,-0.4536,39.6401,80.11,72,100,18.43
503,Nikolayevsk-Na-Amure,RU,2021-04-21 21:19:27,53.1406,140.73,30.83,86,88,3.44
504,Cockburn Town,TC,2021-04-21 21:19:28,21.4612,-71.1419,78.78,77,6,17.34
505,Great Yarmouth,GB,2021-04-21 21:19:28,52.6083,1.7305,43.0,70,40,3.44
506,Aquiraz,BR,2021-04-21 21:19:29,-3.9014,-38.3911,82.4,74,20,5.75
507,Loa Janan,ID,2021-04-21 21:19:29,-0.583,117.095,72.48,99,72,2.66
508,Kimbe,PG,2021-04-21 21:19:30,-5.5502,150.1429,77.2,90,100,2.39
509,Nanakuli,US,2021-04-21 21:19:30,21.3906,-158.1547,82.4,61,1,12.66
510,Camopi,GF,2021-04-21 21:19:30,3.1655,-52.3158,75.15,95,85,5.12
511,Prince Rupert,CA,2021-04-21 21:19:31,54.3161,-130.3201,51.8,66,1,6.91
512,Zelenokumsk,RU,2021-04-21 21:19:31,44.4069,43.8806,48.2,87,75,6.71
513,Raga,SS,2021-04-21 21:19:32,8.4596,25.678,80.58,57,94,6.6
514,Nemuro,JP,2021-04-21 21:19:32,43.3236,145.575,33.75,90,99,28.52
515,Chadiza,ZM,2021-04-21 21:19:32,-14.0678,32.4392,59.11,96,98,3.22
516,Kashi,CN,2021-04-21 21:19:33,39.4547,75.9797,57.2,8,75,15.66
517,Uige,AO,2021-04-21 21:19:33,-7.6087,15.0613,68.11,92,98,3.04
518,Khandyga,RU,2021-04-21 21:19:34,62.6667,135.6,7.81,92,25,2.44
519,Tuy Hoa,VN,2021-04-21 21:19:34,13.0833,109.3,76.23,92,100,1.32
520,Dawei,MM,2021-04-21 21:19:35,14.0833,98.2,77.18,91,82,1.86
521,Longyan,CN,2021-04-21 21:19:35,25.1072,117.0225,66.63,85,52,1.12
522,Roma,US,2021-04-21 21:19:28,43.2128,-75.4557,37.4,65,90,17.27
523,Aguilas,ES,2021-04-21 21:19:36,37.4063,-1.5829,60.01,87,100,6.08
524,Troitsko-Pechorsk,RU,2021-04-21 21:19:36,62.7084,56.1964,39.13,84,100,7.99
525,Havoysund,NO,2021-04-21 21:19:37,70.9963,24.6622,35.6,69,75,10.36
526,Ordzhonikidze,KZ,2021-04-21 21:19:37,52.4411,61.7408,43.27,51,44,5.41
527,Carutapera,BR,2021-04-21 21:19:37,-1.195,-46.02,75.63,93,100,3.58
528,Port Macquarie,AU,2021-04-21 21:19:38,-31.4333,152.9167,50.0,80,3,1.01
529,Kirakira,SB,2021-04-21 21:19:39,-10.4544,161.9205,81.5,82,98,5.61
530,Kalevala,RU,2021-04-21 21:19:39,65.2,31.1667,36.09,89,100,4.47
531,Porto Novo,BJ,2021-04-21 21:19:39,6.4965,2.6036,86.0,79,20,12.66
532,Akureyri,IS,2021-04-21 21:19:40,65.6835,-18.0878,44.6,57,75,11.5
533,Evensk,RU,2021-04-21 21:19:40,61.95,159.2333,28.96,84,100,8.61
534,Hays,US,2021-04-21 21:19:41,30.0502,-98.0336,69.01,29,13,9.84
535,Darhan,MN,2021-04-21 21:19:41,49.4867,105.9228,27.54,54,41,12.1
536,Road Town,VG,2021-04-21 21:15:54,18.4167,-64.6167,75.2,88,75,5.75
537,Khani,GE,2021-04-21 21:19:42,41.9563,42.9566,53.6,94,90,2.3
538,Vila Velha,BR,2021-04-21 21:15:34,-20.3297,-40.2925,79.0,69,20,10.36
539,Burnie,AU,2021-04-21 21:19:42,-41.0667,145.9167,48.99,85,62,5.01
540,Port-Cartier,CA,2021-04-21 21:19:43,50.0334,-66.8654,42.8,52,75,6.91
541,Opotiki,NZ,2021-04-21 21:19:43,-38.0833,177.2833,57.0,99,46,1.99
542,Aberdeen,GB,2021-04-21 21:18:58,57.1437,-2.0981,37.99,75,49,4.61
543,Cobija,BO,2021-04-21 21:19:44,-11.0267,-68.7692,87.8,70,40,6.91
544,Tessalit,ML,2021-04-21 21:19:44,20.1986,1.0114,85.95,6,100,8.01
545,Butte,US,2021-04-21 21:19:45,39.6499,-121.5677,78.8,27,1,4.61
546,Banff,CA,2021-04-21 21:15:06,51.1762,-115.5698,60.8,21,42,10.36
547,Fukue,JP,2021-04-21 21:19:45,32.6881,128.8419,64.42,60,81,5.61
548,Radzyn Podlaski,PL,2021-04-21 21:19:22,51.7833,22.6167,48.2,81,0,11.5
549,Ravar,IR,2021-04-21 21:19:46,31.2656,56.8055,72.93,19,3,2.51
550,Salinopolis,BR,2021-04-21 21:19:46,-0.6136,-47.3561,78.48,84,93,6.91
551,Tilichiki,RU,2021-04-21 21:19:47,60.4667,166.1,20.52,85,73,5.59
552,Mugur-Aksy,RU,2021-04-21 21:19:48,50.35,90.5,16.38,79,98,5.77
553,Nata,PA,2021-04-21 21:19:48,8.3333,-80.5167,86.0,74,20,8.05
554,Las Vegas,US,2021-04-21 21:18:03,36.175,-115.1372,80.01,11,1,18.41
555,Barda,AZ,2021-04-21 21:19:49,40.3744,47.1267,62.33,68,94,7.96
556,Grand-Lahou,CI,2021-04-21 21:19:49,5.1367,-5.0242,82.78,81,16,12.71
557,Smolenka,RU,2021-04-21 21:19:50,52.1352,113.4974,32.0,32,100,11.18
558,Igbo Ora,NG,2021-04-21 21:19:50,7.4333,3.2833,77.67,82,98,3.49
