City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Rio Gallegos,AR,-51.6226,-69.2181,60.8,39,0,17.27,clear sky
341,Tiarei,PF,-17.5333,-149.3333,86.0,66,20,6.91,light rain
342,Ukiah,US,39.1502,-123.2078,59.0,44,40,6.91,scattered clouds
343,Hayden,US,47.766,-116.7866,51.01,53,75,4.61,broken clouds
344,Ridgecrest,US,35.6225,-117.6709,68.0,26,1,23.02,clear sky
345,Martapura,ID,-3.4167,114.85,78.8,94,37,3.44,scattered clouds
346,Port Macquarie,AU,-31.4333,152.9167,68.0,78,7,3.0,clear sky
347,Torbay,CA,47.6666,-52.7314,45.0,57,20,9.22,few clouds
348,Solotcha,RU,54.7917,39.8442,33.01,61,7,10.29,clear sky
349,Saint Anthony,US,45.0205,-93.218,43.0,52,90,12.66,overcast clouds
350,Inuvik,CA,68.3499,-133.7218,17.6,79,100,9.22,overcast clouds
351,Lata,PT,40.1629,-8.3327,59.0,95,98,3.0,overcast clouds
352,Raudeberg,NO,61.9875,5.1352,37.99,72,23,9.13,few clouds
353,Zhanaozen,KZ,43.3,52.8,63.75,37,10,4.88,clear sky
354,Kavieng,PG,-2.5744,150.7967,82.83,73,100,3.4,light rain
355,Santa Rosa,PH,14.3122,121.1114,81.0,78,75,5.75,broken clouds
356,Carlos Chagas,BR,-17.7031,-40.7664,75.2,81,7,9.04,clear sky
357,Valdosta,US,30.8327,-83.2785,75.2,50,1,3.44,clear sky
358,Semey,KZ,50.4111,80.2275,33.8,55,0,8.95,clear sky
359,Akyab,MM,20.15,92.9,80.78,80,11,2.24,few clouds
360,Honggang,CN,46.4667,124.8667,51.01,27,100,12.59,overcast clouds
361,Muros,ES,42.7762,-9.0603,59.0,92,62,1.01,broken clouds
362,Dwarka,IN,22.2394,68.9678,81.16,79,0,12.17,clear sky
363,Kropotkin,RU,45.4375,40.5756,48.0,82,100,9.44,overcast clouds
364,Salinopolis,BR,-0.6136,-47.3561,79.25,85,55,8.68,broken clouds
365,Scarborough,GB,54.2797,-0.4044,39.99,78,4,4.16,clear sky
366,Urumqi,CN,43.801,87.6005,41.0,36,0,4.47,clear sky
367,Alcantara,BR,-2.4089,-44.4147,78.8,94,0,3.44,clear sky
368,Valdivia,CL,-39.8142,-73.2459,50.0,93,15,2.3,few clouds
369,Malanje,AO,-9.5402,16.341,64.22,86,12,1.68,few clouds
370,Matara,LK,5.9485,80.5353,76.84,89,20,3.27,few clouds
371,Itaberaba,BR,-12.5275,-40.3069,78.76,66,99,4.85,overcast clouds
372,Vanimo,PG,-2.6741,141.3028,79.07,77,100,1.5,overcast clouds
373,Kendari,ID,-3.945,122.4989,75.74,91,21,2.06,few clouds
374,Ambilobe,MG,-13.2,49.05,73.08,77,86,2.66,overcast clouds
375,Flinders,AU,-34.5833,150.8552,62.01,82,7,1.01,clear sky
376,Maningrida,AU,-12.0667,134.2667,78.37,80,100,5.28,overcast clouds
377,Shimoda,JP,34.6667,138.95,53.6,37,20,28.77,few clouds
378,Namatanai,PG,-3.6667,152.4333,83.23,71,91,1.07,overcast clouds
379,Moratuwa,LK,6.773,79.8816,77.0,94,20,3.44,moderate rain
380,Aksha,RU,50.2814,113.2867,46.11,66,98,15.95,overcast clouds
381,Tomatlan,MX,19.9333,-105.25,87.48,39,92,9.75,overcast clouds
382,Tunceli,TR,39.1083,39.5471,69.8,30,75,12.66,broken clouds
383,Coquimbo,CL,-29.9533,-71.3436,57.2,82,0,8.05,clear sky
384,Sola,VU,-13.8833,167.55,86.0,70,40,6.42,scattered clouds
385,Portales,US,34.1862,-103.3344,89.01,5,1,17.27,clear sky
386,Eufaula,US,31.8913,-85.1455,77.0,41,1,7.05,clear sky
387,San Bartolome,ES,27.9248,-15.5733,66.0,77,20,4.61,few clouds
388,Sisophon,KH,13.5859,102.9737,79.61,80,51,4.18,broken clouds
389,Vidim,RU,56.4088,103.1106,28.8,95,63,8.1,light snow
390,Ilulissat,GL,69.2167,-51.1,50.0,43,20,21.85,few clouds
391,Kirakira,SB,-10.4544,161.9205,84.38,73,47,1.01,scattered clouds
392,Tucurui,BR,-3.7661,-49.6725,79.2,80,99,1.16,overcast clouds
393,Zabol,AF,32.25,67.25,61.79,11,20,7.85,few clouds
394,Marabba,SD,12.35,32.1833,87.78,41,100,15.84,overcast clouds
395,Marmora,IT,44.4583,7.094,57.99,87,20,2.3,few clouds
396,Hoquiam,US,46.9809,-123.8893,57.0,76,40,11.5,scattered clouds
397,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,68,75,10.04,broken clouds
398,Oriximina,BR,-1.7656,-55.8661,77.77,89,94,2.21,overcast clouds
399,Cayenne,GF,4.9333,-52.3333,81.0,83,40,10.56,scattered clouds
400,Seminole,US,28.7086,-81.2081,84.0,32,1,11.5,clear sky
401,Torres,BR,-29.3353,-49.7269,66.27,82,20,12.12,few clouds
402,Bima,ID,-8.4667,118.7167,75.88,90,30,2.89,scattered clouds
403,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,65,90,6.91,overcast clouds
404,Syracuse,IT,37.0881,15.2792,57.99,94,40,6.91,scattered clouds
405,Bajil,YE,15.0584,43.2851,86.32,53,97,4.85,overcast clouds
406,Dukstas,LT,55.5333,26.3333,32.29,87,90,7.99,overcast clouds
407,Inirida,CO,3.8653,-67.9239,76.59,93,94,1.99,moderate rain
408,Elk City,US,35.412,-99.4043,82.4,36,1,19.57,clear sky
409,Trois-Rivieres,CA,46.3501,-72.5491,50.0,87,100,4.61,overcast clouds
410,Port Hardy,CA,50.6996,-127.4199,51.8,76,75,3.44,broken clouds
411,Novoagansk,RU,61.9449,76.6625,35.04,98,100,8.84,overcast clouds
412,Soyo,AO,-6.1349,12.3689,78.8,87,12,5.7,few clouds
413,Bilibino,RU,68.0546,166.4372,20.77,82,99,3.4,overcast clouds
414,Haysville,US,37.5645,-97.3523,77.0,41,1,27.63,clear sky
415,Saint-Joseph,RE,-21.3667,55.6167,77.0,73,0,19.57,clear sky
416,Taboga,IT,46.2663,13.1092,57.0,79,56,4.83,broken clouds
417,Valenca,BR,-13.3703,-39.0731,74.55,89,15,3.06,few clouds
418,Vung Tau,VN,10.346,107.0843,81.48,80,75,5.99,broken clouds
419,Westport,US,41.1415,-73.3579,57.99,100,96,7.02,overcast clouds
420,Farmington,US,36.7281,-108.2187,80.6,6,1,17.27,clear sky
421,Ussuriysk,RU,43.7986,131.9508,41.0,38,23,4.47,few clouds
422,Raisinghnagar,IN,29.5358,73.4492,80.01,17,0,0.31,clear sky
423,Jiangyou,CN,31.7667,104.7167,57.43,88,100,0.83,overcast clouds
424,Dhangadhi,NP,28.7079,80.5961,74.79,24,0,3.76,clear sky
425,Dafeng,CN,23.4517,108.5881,65.48,95,100,5.39,light rain
426,Bethanien,NA,-26.502,17.1583,66.67,40,20,4.14,few clouds
427,Tuatapere,NZ,-46.1333,167.6833,46.99,88,91,10.0,light rain
428,Neryungri,RU,56.6709,124.6491,33.71,94,100,0.54,overcast clouds
429,Ulaangom,MN,49.9811,92.0667,25.47,44,1,8.21,clear sky
430,Geraldton,AU,-28.7667,114.6,64.4,52,0,11.5,clear sky
431,Brae,GB,60.3964,-1.353,41.0,93,100,4.61,overcast clouds
432,Semenivka,UA,52.1783,32.5818,32.04,70,27,4.32,scattered clouds
433,Mecca,SA,21.4267,39.8261,85.03,33,33,5.55,scattered clouds
434,Omboue,GA,-1.5746,9.2618,79.16,86,3,5.59,clear sky
435,Maumere,ID,-8.6199,122.2111,80.08,72,98,6.02,overcast clouds
436,Inta,RU,66.0317,60.1659,40.35,82,100,15.05,overcast clouds
437,Sakete,BJ,6.7362,2.6587,84.2,74,20,11.5,few clouds
438,Serebryansk,KZ,49.6925,83.2892,30.2,64,40,4.47,scattered clouds
439,Kilrush,IE,52.6397,-9.4833,44.6,76,0,2.3,clear sky
440,Olhao,PT,37.0286,-7.8411,62.6,100,20,3.44,few clouds
441,Melita,CA,49.2681,-100.9967,39.0,77,100,14.0,overcast clouds
442,Zadar,HR,44.1197,15.2422,42.8,87,0,2.3,clear sky
443,Nanga Eboko,CM,4.6833,12.3667,70.83,92,98,2.17,overcast clouds
444,Guhagar,IN,17.4842,73.1929,79.41,84,46,1.39,scattered clouds
445,Iqaluit,CA,63.7506,-68.5145,33.8,86,75,3.44,broken clouds
446,Khazar,RU,41.9974,48.3332,55.15,66,76,3.87,broken clouds
447,Narsaq,GL,60.9167,-46.05,50.0,32,90,37.98,overcast clouds
448,Gisborne,NZ,-38.6533,178.0042,64.0,59,5,4.0,clear sky
449,Road Town,VG,18.4167,-64.6167,80.6,69,40,10.36,scattered clouds
450,Laranjeiras Do Sul,BR,-25.4078,-52.4161,56.48,97,43,1.68,scattered clouds
451,Kurilsk,RU,45.2333,147.8833,30.72,71,66,15.86,broken clouds
452,Haines Junction,CA,60.7522,-137.5108,55.4,22,0,5.75,clear sky
453,Koumac,NC,-20.5667,164.2833,77.38,74,77,15.97,broken clouds
454,Arica,CL,-18.475,-70.3042,66.2,68,0,5.75,clear sky
455,Hornepayne,CA,49.2138,-84.7705,37.18,43,60,4.5,broken clouds
456,Tual,ID,-5.6667,132.75,83.5,64,100,7.27,overcast clouds
457,Faya,SA,18.3851,42.4509,62.6,72,40,9.06,scattered clouds
458,Januaria,BR,-15.4833,-44.3667,77.43,55,46,2.3,scattered clouds
459,Evensk,RU,61.95,159.2333,25.47,89,100,4.21,overcast clouds
460,Athabasca,CA,54.7169,-113.2854,50.0,20,100,13.8,overcast clouds
461,Verkhnyaya Inta,RU,65.9811,60.3094,39.9,84,100,13.73,overcast clouds
462,Hay River,CA,60.8156,-115.7999,23.0,86,100,6.91,light snow
463,Sinazongwe,ZM,-17.2614,27.4618,75.4,58,97,8.63,overcast clouds
464,Yushan,CN,31.3776,120.9543,66.99,52,0,6.71,clear sky
465,Nome,US,64.5011,-165.4064,37.4,87,1,6.91,clear sky
466,Ambon,ID,-3.6954,128.1814,80.6,83,40,5.75,scattered clouds
467,Guerrero Negro,MX,27.9769,-114.0611,65.97,60,99,16.67,overcast clouds
468,Broome,US,42.2506,-75.833,53.01,66,40,13.8,scattered clouds
469,Tecoanapa,MX,16.5167,-98.75,84.85,66,96,9.89,overcast clouds
470,Caribou,US,46.8606,-68.012,52.0,71,90,10.36,light rain
471,Bulawayo,ZW,-20.15,28.5833,59.86,34,3,6.31,clear sky
472,Khash,IR,28.2211,61.2158,68.43,31,29,1.9,scattered clouds
473,Gat,IL,31.61,34.7642,81.0,22,0,4.0,clear sky
474,Umm Lajj,SA,25.0213,37.2685,80.31,51,0,4.88,clear sky
475,Pobe,BJ,6.9801,2.6649,78.57,86,71,4.59,broken clouds
476,Mondlo,ZA,-27.983,30.7177,51.78,83,0,5.01,clear sky
477,Cahors,FR,44.4167,1.3333,55.4,67,0,3.44,clear sky
478,Rocha,UY,-34.4833,-54.3333,59.5,79,50,10.22,scattered clouds
479,Labytnangi,RU,66.6572,66.4183,32.97,96,100,6.29,overcast clouds
480,Makakilo City,US,21.3469,-158.0858,84.2,51,75,14.97,broken clouds
481,Coihaique,CL,-45.5752,-72.0662,53.6,62,75,3.44,broken clouds
482,Maniitsoq,GL,65.4167,-52.9,40.75,78,100,10.58,overcast clouds
483,Warren,US,39.4334,-84.1666,59.0,38,1,10.36,clear sky
484,Manono,CD,-7.3,27.4167,68.88,96,100,0.98,overcast clouds
485,Kalanguy,RU,51.0167,116.5167,42.78,66,100,18.03,light rain
486,Aklavik,CA,68.2191,-135.0107,17.6,79,100,9.22,overcast clouds
487,Praia,CV,14.9215,-23.5087,71.6,73,75,17.27,broken clouds
488,Bardiyah,LY,31.7561,25.0865,60.89,83,5,20.54,clear sky
489,Beaverlodge,CA,55.2166,-119.4361,50.0,23,75,10.36,broken clouds
490,Hazelwood,US,38.7714,-90.3709,66.2,42,75,13.8,broken clouds
491,Valparaiso,CL,-33.0393,-71.6273,55.99,100,0,9.53,clear sky
492,Tessalit,ML,20.1986,1.0114,88.81,7,1,8.25,clear sky
493,Mangrol,IN,21.1167,70.1167,80.42,84,38,14.18,scattered clouds
494,Clyde River,CA,70.4692,-68.5914,21.2,100,75,27.63,mist
495,Merauke,ID,-8.4667,140.3333,77.63,84,100,7.67,overcast clouds
496,Omsukchan,RU,62.5333,155.8,13.05,78,99,1.39,overcast clouds
497,Nizwa,OM,22.9333,57.5333,77.31,26,47,0.67,scattered clouds
498,Mendeleyevo,RU,56.0333,37.2167,35.6,69,0,13.42,clear sky
499,Ulladulla,AU,-35.35,150.4667,57.2,77,0,9.22,clear sky
500,Deputatskiy,RU,69.3,139.9,22.98,88,100,4.36,overcast clouds
501,Pisco,PE,-13.7,-76.2167,64.99,88,0,6.91,clear sky
502,Phalombe,MW,-15.8064,35.6507,64.8,95,38,2.06,scattered clouds
503,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,66.99,87,80,3.42,broken clouds
504,Port Blair,IN,11.6667,92.75,80.94,75,99,3.98,overcast clouds
505,Fairbanks,US,64.8378,-147.7164,62.6,30,1,1.07,clear sky
506,Barra Do Bugres,BR,-15.0725,-57.1811,70.32,98,100,5.03,overcast clouds
507,Verkhniy Lomov,RU,53.4678,43.5511,36.37,80,5,13.58,clear sky
508,Lanzhou,CN,36.0564,103.7922,35.6,100,90,2.24,mist
509,Cascais,PT,38.6979,-9.4215,62.01,86,20,8.88,few clouds
510,Santiago Del Estero,AR,-27.7951,-64.2615,65.98,53,0,5.84,clear sky
511,Hackettstown,US,40.854,-74.8291,60.8,44,65,8.05,broken clouds
512,Alice Springs,AU,-23.7,133.8833,57.2,47,0,1.14,clear sky
513,Oranjemund,NA,-28.55,16.4333,62.37,87,100,3.83,overcast clouds
514,Kodinsk,RU,58.6881,99.1844,33.15,96,100,5.41,overcast clouds
515,Lukovetskiy,RU,64.2956,41.9211,41.0,100,90,8.95,overcast clouds
516,Betsiamites,CA,48.9413,-68.646,41.0,65,75,23.02,broken clouds
517,Petlawad,IN,23.0,74.8,82.83,12,46,6.78,scattered clouds
518,Montrose,US,38.4166,-108.2673,73.0,11,14,11.99,few clouds
519,Paita,PE,-5.0892,-81.1144,71.74,77,42,16.98,scattered clouds
520,Solnechnyy,RU,50.7214,136.6319,41.67,39,16,2.26,few clouds
521,Hami,CN,42.8,93.45,39.2,20,69,7.47,broken clouds
522,Yenagoa,NG,4.9247,6.2642,78.08,85,51,1.07,broken clouds
523,Kloulklubed,PW,7.0419,134.2556,82.4,78,75,10.36,broken clouds
524,Monte Alegre,BR,-2.0078,-54.0692,78.15,83,41,2.04,scattered clouds
525,Lincoln,US,40.8,-96.667,75.2,35,1,17.27,clear sky
526,Westerland,DE,54.9079,8.3033,37.4,70,0,8.05,clear sky
527,Nara,JP,34.6851,135.8049,55.99,43,20,4.61,few clouds
528,Pauini,BR,-7.7136,-66.9764,76.42,94,98,2.17,overcast clouds
529,Sept-Iles,CA,50.2001,-66.3821,41.0,65,75,8.05,broken clouds
530,Kaeo,NZ,-35.1,173.7833,66.0,78,82,3.0,broken clouds
531,Zeya,RU,53.75,127.2667,44.46,52,100,5.3,overcast clouds
532,Bereda,ES,43.2686,-7.5406,54.0,100,100,1.01,overcast clouds
533,Khudumelapye,BW,-23.8833,24.75,62.89,21,0,4.79,clear sky
534,Morro Bay,US,35.3658,-120.8499,55.0,92,100,9.55,light rain
535,Mbigou,GA,-1.9005,11.906,68.2,95,71,0.92,broken clouds
536,Atambua,ID,-9.1061,124.8925,72.03,76,14,4.43,few clouds
537,Garoua,CM,9.3,13.4,86.05,42,84,1.83,broken clouds
538,Youghal,IE,51.95,-7.8506,46.0,82,25,8.99,scattered clouds
539,Kuching,MY,1.55,110.3333,77.0,100,40,1.14,scattered clouds
540,Hardenberg,NL,52.5758,6.6194,35.01,84,54,1.01,broken clouds
541,Amazar,RU,53.858,120.875,49.44,40,100,3.06,overcast clouds
542,Bousso,TD,10.4795,16.7117,86.43,45,19,5.39,few clouds
543,Huilong,CN,31.8111,121.655,66.99,62,30,8.68,scattered clouds
544,Miyako,JP,39.6367,141.9525,43.5,60,18,16.96,few clouds
545,Kashi,CN,39.4547,75.9797,55.4,28,20,6.71,few clouds
546,Meadow Lake,US,34.8014,-106.5436,84.99,6,75,17.27,broken clouds
547,Liverpool,GB,53.4106,-2.9779,48.2,71,6,9.22,clear sky
548,Catalao,BR,-18.1658,-47.9464,73.27,50,90,2.51,overcast clouds
549,Raul Soares,BR,-20.1022,-42.4519,72.1,73,27,3.06,scattered clouds
550,Najran,SA,17.4924,44.1277,77.0,44,40,1.99,scattered clouds
551,Avera,US,33.194,-82.5271,73.4,53,40,5.75,scattered clouds
552,Romny,UA,50.751,33.4747,35.26,97,98,6.98,moderate rain
553,Vao,NC,-22.6667,167.4833,74.5,69,79,14.67,broken clouds
554,Praya,CV,14.9215,-23.5087,71.6,73,75,17.27,broken clouds
555,Komsomolskiy,UZ,40.4272,71.7189,59.0,47,0,6.91,clear sky
556,Zyryanka,RU,65.75,150.85,18.0,80,7,13.27,clear sky
557,Yeppoon,AU,-23.1333,150.7333,71.6,64,9,6.91,clear sky
558,Te Anau,NZ,-45.4167,167.7167,46.51,93,100,7.87,light rain
559,Nyurba,RU,63.2842,118.3319,33.12,92,100,5.82,overcast clouds
560,Konevo,RU,62.1215,39.3192,42.19,89,100,6.04,overcast clouds
561,Madang,PG,-5.2246,145.7966,75.16,88,100,4.38,overcast clouds
562,Tura,IN,25.5198,90.2201,74.41,29,2,1.03,clear sky
563,Husavik,IS,66.0449,-17.3389,37.4,87,90,11.5,overcast clouds
564,Boke,GN,10.9409,-14.2967,75.7,67,22,3.83,few clouds
565,Fayaoue,NC,-20.65,166.5333,75.88,80,92,10.51,overcast clouds
566,Visby,SE,57.6409,18.296,35.6,75,75,12.66,broken clouds
567,Zhigansk,RU,66.7697,123.3711,32.4,99,100,9.15,light snow
568,Xai-Xai,MZ,-25.0519,33.6442,69.85,85,1,3.04,clear sky
569,Chaman,PK,30.9236,66.4512,69.85,11,0,5.82,clear sky
570,Adrar,MR,20.5022,-10.0711,82.56,20,33,11.74,scattered clouds
571,Rio Grande,BR,-32.035,-52.0986,64.0,66,1,5.99,clear sky
572,Necochea,AR,-38.5473,-58.7368,55.99,84,94,7.83,overcast clouds
573,Conchas,BR,-23.0153,-48.0106,68.85,61,90,2.95,overcast clouds
574,Cabedelo,BR,-6.9811,-34.8339,77.0,94,0,5.75,clear sky
575,Santomera,ES,38.0615,-1.0488,63.0,84,89,5.99,overcast clouds
576,Chapais,CA,49.7834,-74.8492,32.0,100,90,12.66,snow
577,Qorveh,IR,35.1664,47.8045,55.08,34,57,0.96,broken clouds
578,Puerto Del Rosario,ES,28.5004,-13.8627,68.0,73,0,6.91,clear sky
579,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.24,95,74,3.31,moderate rain
580,Manaure,CO,11.7751,-72.4445,84.16,60,24,21.88,few clouds
581,Atar,MR,20.5169,-13.0499,79.54,18,0,3.49,clear sky
582,Hastings,GB,50.8552,0.5729,42.8,75,10,19.57,clear sky
583,Gerede,TR,40.8008,32.1969,43.43,98,100,4.56,overcast clouds
584,San Cristobal,VE,7.7669,-72.225,86.0,62,40,8.05,scattered clouds
585,Xining,CN,36.6167,101.7667,37.65,88,12,3.18,few clouds
586,Gazojak,TM,41.1875,61.4036,67.15,20,0,15.1,clear sky
587,Niquero,CU,20.0431,-77.5828,82.2,69,48,6.98,scattered clouds
588,Beyneu,KZ,45.3167,55.2,65.93,31,63,20.85,broken clouds
589,Jiuquan,CN,39.7432,98.5174,39.06,16,100,6.51,overcast clouds
590,Trairi,BR,-3.2778,-39.2689,76.68,83,14,5.41,few clouds
591,Azad Shahr,IR,34.7909,48.5707,59.41,38,98,2.3,overcast clouds
592,Antofagasta,CL,-23.65,-70.4,62.6,77,0,9.22,clear sky
593,Zhaotong,CN,27.3167,103.7167,49.26,85,100,4.45,overcast clouds
594,Tarauaca,BR,-8.1614,-70.7656,74.05,97,67,2.98,broken clouds
595,Kelvington,CA,52.1667,-103.5343,50.0,17,100,8.05,overcast clouds
596,Nushki,PK,29.5542,66.0215,75.58,12,0,5.77,clear sky
597,Huejuquilla El Alto,MX,22.6,-103.8667,86.0,12,63,19.77,broken clouds
598,Pemangkat,ID,1.1667,108.9667,77.14,87,91,4.45,overcast clouds
599,Koslan,RU,63.4564,48.8989,39.69,95,100,6.64,overcast clouds
600,Paamiut,GL,61.994,-49.6678,36.64,95,100,6.38,light rain
601,Egvekinot,RU,66.3167,-179.1667,28.02,85,14,1.01,few clouds
602,High Prairie,CA,55.4334,-116.4858,48.2,25,98,12.66,overcast clouds
603,Ambunti,PG,-4.2365,142.8448,75.25,94,100,1.39,overcast clouds
604,Biak,ID,-0.9131,122.8766,77.34,78,90,5.14,overcast clouds
605,Am Timan,TD,11.0297,20.2827,81.79,55,99,11.41,overcast clouds
606,Tiznit,MA,29.5833,-9.5,58.32,69,2,2.93,clear sky
607,Vetapalem,IN,15.7833,80.3167,80.91,78,16,8.93,few clouds
608,Khanpur,PK,28.6453,70.6567,84.9,12,0,8.05,clear sky
609,Carballo,ES,43.213,-8.691,57.0,95,97,2.17,overcast clouds
610,Sidi Ali,DZ,36.0998,0.4206,59.65,85,98,21.9,overcast clouds
611,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.42,96,25,1.59,scattered clouds
612,Anadyr,RU,64.75,177.4833,26.6,93,90,4.47,fog
613,Lucea,JM,18.451,-78.1736,82.99,78,20,10.36,few clouds
614,Espinosa,BR,-14.9261,-42.8192,80.01,47,87,2.86,overcast clouds
615,La Paz,BO,-16.5,-68.15,50.0,32,20,6.91,few clouds
616,Soure,BR,-0.7167,-48.5233,79.56,83,58,8.41,broken clouds
617,Vagur,FO,61.4732,-6.8119,44.65,90,100,12.62,overcast clouds
618,Fuling,CN,29.7022,107.3919,60.78,95,100,2.33,overcast clouds
619,Miri,MY,4.4148,114.0089,78.8,94,20,2.3,few clouds
620,Cape Coast,GH,5.1053,-1.2466,81.68,82,79,7.54,broken clouds
621,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,62.89,73,90,12.01,overcast clouds
622,Sindor,RU,62.8629,51.8905,39.31,92,100,5.7,overcast clouds
623,Brasilia,BR,-15.7797,-47.9297,71.6,78,75,12.66,broken clouds
624,Yerbogachen,RU,61.2767,108.0108,31.14,95,100,8.97,light snow
625,Nantai,CN,40.9241,122.8044,58.37,29,100,5.28,overcast clouds
626,Camocim,BR,-2.9022,-40.8411,78.51,83,21,10.04,few clouds
627,Kadiri,IN,14.1167,78.1667,78.62,69,2,1.72,clear sky
628,Srednekolymsk,RU,67.45,153.6833,20.17,77,18,7.65,few clouds
629,Igarka,RU,67.4667,86.5833,4.12,97,97,5.08,overcast clouds
630,Parthenay,FR,46.6667,-0.4167,61.0,42,100,1.99,overcast clouds
631,Champawat,IN,29.3333,80.1,55.38,36,0,5.95,clear sky
632,Walvis Bay,NA,-22.9575,14.5053,61.0,92,18,7.94,few clouds
633,Macamic,CA,48.7502,-78.9996,26.6,63,90,17.27,light snow
634,Falmouth,GB,50.1544,-5.0711,46.4,81,84,19.71,broken clouds
635,Aykhal,RU,66.0,111.5,4.28,94,100,25.55,overcast clouds
636,Canmore,CA,51.0834,-115.3521,37.4,60,100,4.61,light snow
637,Khor,RU,47.8861,134.9464,43.84,28,35,9.04,scattered clouds
638,Leeuwarden,NL,53.2014,5.8086,37.99,93,50,3.44,scattered clouds
639,Mercedes,AR,-34.6515,-59.4307,57.99,94,70,5.12,broken clouds
640,Mutoko,ZW,-17.397,32.2268,60.21,62,28,3.65,scattered clouds
641,Kabo,CF,7.6994,18.629,73.38,87,100,3.36,overcast clouds
642,Santa Maria,BR,-29.6842,-53.8069,60.8,77,75,3.44,broken clouds
643,Ntcheu,MW,-14.8203,34.6359,61.23,94,82,1.99,broken clouds
644,Kristiinankaupunki,FI,62.2743,21.376,33.78,88,100,19.86,overcast clouds
645,Elesbao Veloso,BR,-6.2019,-42.1403,78.73,69,67,2.53,broken clouds
646,Shirdi,IN,19.7667,74.4833,84.96,32,99,6.49,overcast clouds
647,Asyut,EG,27.181,31.1837,77.0,38,0,17.27,clear sky
648,Aswan,EG,24.0934,32.907,85.66,11,0,5.73,clear sky
649,Marietta,US,33.9526,-84.5499,66.2,48,1,14.97,clear sky
650,Mikkeli,FI,61.6886,27.2723,37.0,100,90,4.61,mist
651,Marsassoum,SN,12.8275,-15.9806,75.2,78,0,4.61,clear sky
652,Machakos,KE,-1.5167,37.2667,64.4,94,40,5.75,scattered clouds
653,Bela Vista De Goias,BR,-16.9728,-48.9533,78.8,57,40,2.55,scattered clouds
654,Kayanga,TZ,-1.5303,31.1511,56.19,95,98,1.16,overcast clouds
655,Bandarbeyla,SO,9.4942,50.8122,82.69,70,84,5.75,broken clouds
656,Bosaso,SO,11.2842,49.1816,84.99,65,71,3.74,broken clouds
657,Kondapalle,IN,16.6167,80.5333,79.5,76,47,5.01,scattered clouds
658,Guadalupe Victoria,MX,32.2869,-115.105,89.6,7,1,10.36,clear sky
659,Baculin,PH,7.4525,126.5842,79.18,84,100,3.38,light rain
660,Ulundi,ZA,-28.3352,31.4162,58.71,91,0,3.58,clear sky
661,Octeville,FR,49.6261,-1.6435,46.0,81,75,20.71,broken clouds
662,Paracuru,BR,-3.41,-39.0306,82.0,71,27,7.0,scattered clouds
663,Veselynove,UA,47.3567,31.2349,45.14,66,99,8.21,overcast clouds
664,Oloron-Sainte-Marie,FR,43.1944,-0.6107,59.0,77,75,3.44,broken clouds
665,Alpena,US,45.0617,-83.4327,37.99,52,1,16.11,clear sky
666,Nouakchott,MR,18.0858,-15.9785,68.0,83,0,14.97,clear sky
667,Cangucu,BR,-31.395,-52.6756,64.0,66,42,5.99,scattered clouds
668,Butare,RW,-2.5967,29.7394,55.69,95,92,2.95,overcast clouds
669,Battle Creek,US,42.3212,-85.1797,51.01,46,1,10.36,clear sky
670,Tefe,BR,-3.3542,-64.7114,78.8,94,40,4.61,moderate rain
671,Berlevag,NO,70.8578,29.0864,29.34,88,72,14.07,broken clouds
672,Sompeta,IN,18.9333,84.6,79.32,74,10,12.53,clear sky
673,Berdigestyakh,RU,62.0989,126.6992,33.31,98,100,5.97,light snow
674,Miles City,US,46.4083,-105.8406,60.8,39,1,9.22,clear sky
675,Kudahuvadhoo,MV,2.6708,72.8944,82.58,69,12,6.02,few clouds
676,Margate,GB,51.3813,1.3862,43.0,70,21,5.99,few clouds
677,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,33.55,56,14,1.97,few clouds
678,Lokosovo,RU,61.1333,74.8167,32.52,95,70,7.9,broken clouds
679,Aden,YE,12.7794,45.0367,82.31,79,31,12.06,scattered clouds
680,Ucluelet,CA,48.9329,-125.5528,53.01,76,75,8.05,broken clouds
681,Medzev,SK,48.7004,20.8937,39.2,56,0,8.05,clear sky
682,Godfrey,US,38.9556,-90.1868,66.2,52,1,9.22,clear sky
683,Kuusamo,FI,65.9667,29.1833,30.2,86,90,9.22,light snow
684,Loandjili,CG,-4.7561,11.8578,78.8,94,20,1.14,few clouds
685,Kulhudhuffushi,MV,6.6221,73.07,83.62,72,14,5.03,few clouds
686,Kieta,PG,-6.2167,155.6333,83.57,68,87,3.11,overcast clouds
687,Karwar,IN,14.8,74.1333,80.56,74,93,4.76,overcast clouds
688,Laguna,US,38.421,-121.4238,61.0,55,90,14.97,overcast clouds
689,Soni,TZ,-4.85,38.3667,63.45,97,79,3.11,broken clouds
690,La Ronge,CA,55.1001,-105.2842,37.4,41,100,13.8,overcast clouds
691,Gorontalo,ID,0.5412,123.0595,77.56,86,93,1.41,overcast clouds
